wall_time,step,value,tag,source_file
1788853934.4989228,4860,0.682525634765625,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859480.9031944,4861,0.5917043685913086,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854007.3448632,4914,0.7266404628753662,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859555.548222,4915,0.6152951717376709,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854078.345168,4968,0.6967439651489258,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859628.3407438,4969,0.5947456359863281,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854151.0246,5022,0.6874363422393799,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859702.174659,5023,0.5822558403015137,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854223.7137032,5076,0.7156867980957031,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859773.1302285,5077,0.5843369960784912,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854297.3301451,5130,0.7334134578704834,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859846.7299328,5131,0.5886023044586182,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854369.4478838,5184,0.7003614902496338,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859921.535048,5185,0.6115188598632812,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854441.7378097,5238,0.6886882781982422,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788859993.2847104,5239,0.5844593048095703,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854513.0627282,5292,0.683483362197876,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860064.0283093,5293,0.5829677581787109,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854585.4717722,5346,0.7232875823974609,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860135.9951375,5347,0.6002018451690674,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854657.1407752,5400,0.7314882278442383,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860206.8497639,5401,0.5846908092498779,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854729.7933223,5454,0.6763246059417725,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860282.0101652,5455,0.5758321285247803,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854801.969969,5508,0.7191956043243408,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860353.1602046,5509,0.6068539619445801,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854875.3218465,5562,0.7101523876190186,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860423.6981187,5563,0.5923564434051514,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788854948.370538,5616,0.686457633972168,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860492.6592798,5617,0.6060695648193359,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855020.1959777,5670,0.697380542755127,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860565.116608,5671,0.5820984840393066,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855092.1171818,5724,0.6913285255432129,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860636.2008367,5725,0.5921275615692139,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788855167.8618293,5778,0.724745512008667,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788860706.1952684,5779,0.6041913032531738,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
